All songs with albums
Space Oddity                                       | Changesbowie        
Suffragette City                                   | Changesbowie        
Young Americans                                    | Changesbowie        
Ziggy Stardust                                     | Changesbowie        
Ball & Chain                                       | Cheaper Thrills     
Blow My Mind                                       | Cheaper Thrills     
Come On Baby Let The Good Times Roll               | Cheaper Thrills     
Coo-Coo                                            | Cheaper Thrills     
Down On Me                                         | Cheaper Thrills     
Gutra's Garden                                     | Cheaper Thrills     
Harry                                              | Cheaper Thrills     
Hey Baby                                           | Cheaper Thrills     
I Know You Rider                                   | Cheaper Thrills     
Moanin' At Midnight                                | Cheaper Thrills     
Whisperman                                         | Cheaper Thrills     
Women Is Losers                                    | Cheaper Thrills     
Abbey of Thelma                                    | Child In Time 2     
Born to Kill                                       | Child In Time 2     
If You Believe Me                                  | Child In Time 2     
Lucille                                            | Child In Time 2     
No Easy Way                                        | Child In Time 2     
On the Rocks                                       | Child In Time 2     
Second Site                                        | Child In Time 2     
Tokyo Flight                                       | Child In Time 2     
Trouble                                            | Child In Time 2     
Vengence                                           | Child In Time 2     
What's the Matter                                  | Child In Time 2     
Better                                             | Chinese Democracy   
Catcher In The Rye                                 | Chinese Democracy   
Chinese Democracy                                  | Chinese Democracy   
I.R.S.                                             | Chinese Democracy   
If The World                                       | Chinese Democracy   
Madagascar                                         | Chinese Democracy   
Prostitute                                         | Chinese Democracy   
Riad N' The Bedouins                               | Chinese Democracy   
Scraped                                            | Chinese Democracy   
Shackler's Revenge                                 | Chinese Democracy   
Sorry                                              | Chinese Democracy   
Street Of Dreams                                   | Chinese Democracy   
There Was A Time                                   | Chinese Democracy   
This I Love                                        | Chinese Democracy   
Ashes to the Wind Roux returns - David Snell       | Chocolat            
Boycott Immorality - David Snell                   | Chocolat            
Caravan - J.Depp M.Ross I.Stoddart                 | Chocolat            
Chocolate Sauce - David Snell                      | Chocolat            
Fire - David Snell                                 | Chocolat            
Guillaume's Confession - David Snell               | Chocolat            
Main titles - David Snell                          | Chocolat            
Mayan Bowl Breaks - David Snell                    | Chocolat            
Minor Swing - J.Depp M.Ross I.Stoddart             | Chocolat            
Other Possibilities - David Snell                  | Chocolat            
Party preparations - David Snell                   | Chocolat            
Passage of Time - David Snell                      | Chocolat            
Taste of Chocolate - David Snell                   | Chocolat            
The Story of Grandmere - David Snell               | Chocolat            
Three Women - David Snell                          | Chocolat            
Vianne confronts the Comte - David Snell           | Chocolat            
Vianne gazes at the River - David Snell            | Chocolat            
Vianne sets up shop - David Snell                  | Chocolat            
Bonzo's Montreux                                   | Coda                
Darlene                                            | Coda                
I Can't Quit You Baby                              | Coda                
Ozone Baby                                         | Coda                
Poor Tom                                           | Coda                
Walter's Walk                                      | Coda                
We're Gonna Groove                                 | Coda                
Wearing And Tearing                                | Coda                
Ain't Gonna Give Up on Love                        | Collections         
Boot Hill                                          | Collections         
Change it                                          | Collections         
Dirty Pool                                         | Collections         
Look at Little Sister                              | Collections         
Scratch N Sniff                                    | Collections         
Scuttle Buttin'                                    | Collections         
Texas Flood                                        | Collections         
Tightrope                                          | Collections         
Wham                                               | Collections         
Comin' Home                                        | Come Taste The Band 
Dealer                                             | Come Taste The Band 
Drifter                                            | Come Taste The Band 
Gettin' Tighter                                    | Come Taste The Band 
I Need Love                                        | Come Taste The Band 
Lady Luck                                          | Come Taste The Band 
Love Child                                         | Come Taste The Band 
This Time Around Owed To 'G' (Instrumental)        | Come Taste The Band 
You Keep On Moving                                 | Come Taste The Band 
I Never Loved A Man                                | Commitments         
In The Midnight Hour                               | Commitments         
Mr. Pitiful                                        | Commitments         
Mustang Sally                                      | Commitments         
Take Me To The River                               | Commitments         
The Bye Bye Baby                                   | Commitments         
The Chain Of Fools                                 | Commitments         
The Destination Anywhere                           | Commitments         
The Do Right Woman Do Right Man                    | Commitments         
The I Can't Stand The Rain                         | Commitments         
The Slip Away                                      | Commitments         
The The Dark End Of The Street                     | Commitments         
Treat Her Right                                    | Commitments         
Try A Little Tenderness                            | Commitments         
Angel Of Mercy                                     | Communiqué          
Communiqué                                         | Communiqué          
Follow Me Home                                     | Communiqué          
Lady Writer                                        | Communiqué          
News                                               | Communiqué          
Once Upon A Time In The West                       | Communiqué          
Portobello Belle                                   | Communiqué          
Single Handed Sailor                               | Communiqué          
Where Do You Think You're Going                    | Communiqué          
Child In Time                                      | Concerto For Group and Orchestra
Encore- Third Movement- Vivace - Presto (Part)     | Concerto For Group and Orchestra
First Movement- Moderato - Allegro                 | Concerto For Group and Orchestra
Hush                                               | Concerto For Group and Orchestra
Second Movement- Andante                           | Concerto For Group and Orchestra
Third Movement- Vivace - Presto                    | Concerto For Group and Orchestra
Wring That Neck                                    | Concerto For Group and Orchestra
[Intro]                                            | Concerto For Group and Orchestra
Ali Baba's Camel                                   | Cornology           
Alley Oop                                          | Cornology           
Bad Blood                                          | Cornology           
Beautiful Zelda                                    | Cornology           
Big Shot                                           | Cornology           
Busted                                             | Cornology           
Button Up Your Overcoat                            | Cornology           
By A Waterfall                                     | Cornology           
Can Blue Men Sing The Whites                       | Cornology           
Canyons Of Your Mind                               | Cornology           
Cool Britannia                                     | Cornology           
Death Cab For Cutie                                | Cornology           
Don't Get Me Wrong                                 | Cornology           
Dr. Jazz                                           | Cornology           
Fresh Wound                                        | Cornology           
Hello Mabel                                        | Cornology           
Humanoid Boogie                                    | Cornology           
Hunting Tigers Out In 'INDIAH'                     | Cornology           
I Left My Heart In San Francisco                   | Cornology           
I Want To Be With You                              | Cornology           
I'm Bored                                          | Cornology           
I'm Going To Bring A Watermelon To My Girl Tonight | Cornology           
I'm The Urban Spaceman                             | Cornology           
Jazz Delicious Hot Disgusting Cold                 | Cornology           
Joke Shop Man                                      | Cornology           
Jollity Farm                                       | Cornology           
Karma Sutra                                        | Cornology           
Keynsham                                           | Cornology           
King Of Scurf                                      | Cornology           
Labio-Dental Fricative - Vivian Stanshall Sean Head Showband | Cornology           
Laughing Blues                                     | Cornology           
Look At Me I'm Wonderful                           | Cornology           
Look Out There's A Monster Coming                  | Cornology           
Mickey's Son And Daughter                          | Cornology           
Monster Mash                                       | Cornology           
Mr. Apollo                                         | Cornology           
Mr. Apollo (Single Version) (German Version)       | Cornology           
Mr. Slater's Parrot                                | Cornology           
Music For The Head Ballet                          | Cornology           
My Brother Makes The Noises For The Talkies        | Cornology           
My Pink Half Of The Drainpipe                      | Cornology           
Narcissus                                          | Cornology           
Noises For The Leg                                 | Cornology           
Piggy Bank Love                                    | Cornology           
Postcard                                           | Cornology           
Quiet Talks And Summer Walks                       | Cornology           
Rawlinson End                                      | Cornology           
Re-Cycled Vinyl Blues - Neil Innes                 | Cornology           
Ready Mades                                        | Cornology           
Rhinocratic Oaths                                  | Cornology           
Rockaliser Baby                                    | Cornology           
Rusty (Champion Thrust)                            | Cornology           
Shirt                                              | Cornology           
Slush                                              | Cornology           
Sport (The Odd Boy)                                | Cornology           
Straight From The Heart                            | Cornology           
Tent                                               | Cornology           
Th Sound Of Music                                  | Cornology           
The Bride Stripped Bare By 'Bachelors'             | Cornology           
The Equestrian Statue                              | Cornology           
The Intro And The Outro                            | Cornology           
The Strain                                         | Cornology           
Trouser Freak - Roger Ruskin Spear & His Giant Orchestral Wardrobe | Cornology           
Trouser Press                                      | Cornology           
Tubas In The Moonlight                             | Cornology           
Turkeys                                            | Cornology           
Waiting For The Wardrobe                           | Cornology           
We Are Normal                                      | Cornology           
We Were Wrong                                      | Cornology           
What Do You Do                                     | Cornology           
You Done My Brain In                               | Cornology           
Bodhisattva                                        | Countdown to ecstasy
King Of The World                                  | Countdown to ecstasy
My Old School                                      | Countdown to ecstasy
Pearl Of The Quarter                               | Countdown to ecstasy
Razor Boy                                          | Countdown to ecstasy
Show Biz Kids                                      | Countdown to ecstasy
The Boston Rag                                     | Countdown to ecstasy
Your Gold Teeth                                    | Countdown to ecstasy
Afraid of Sunlight                                 | Crash Course        
Estonia                                            | Crash Course        
Fantastic Place                                    | Crash Course        
Hard As Love                                       | Crash Course        
Neverland                                          | Crash Course        
Power                                              | Crash Course        
Real Tears For Sale                                | Crash Course        
Somewhere Else                                     | Crash Course        
The Sky Above The Rain                             | Crash Course        
This Train Is My Life                              | Crash Course        
Hell Is for Children                               | Crimes of Passion   
Hit Me With Your Best Shot                         | Crimes of Passion   
I'm Gonna Follow You                               | Crimes of Passion   
Little Paradise                                    | Crimes of Passion   
Never Wanna Leave You                              | Crimes of Passion   
Out-A-Touch                                        | Crimes of Passion   
Prisoner of Love                                   | Crimes of Passion   
Treat Me Right                                     | Crimes of Passion   
Wuthering Heights                                  | Crimes of Passion   
You Better Run                                     | Crimes of Passion   
Back To Eden                                       | Cross Purposes      
Cardinal Sin                                       | Cross Purposes      
Cross Of Thorns                                    | Cross Purposes      
Dying For Love                                     | Cross Purposes      
Evil Eye                                           | Cross Purposes      
I Witness                                          | Cross Purposes      
Immaculate Deception                               | Cross Purposes      
Psychophobia                                       | Cross Purposes      
The Hand That Rocks The Cradle                     | Cross Purposes      
Virtual Death                                      | Cross Purposes      
Always                                             | Cross Road - The Best Of
Bad Medicine                                       | Cross Road - The Best Of
Bed Of Roses                                       | Cross Road - The Best Of
Blaze Of Glory                                     | Cross Road - The Best Of
I'll Be There For You                              | Cross Road - The Best Of
In And Out Of Love                                 | Cross Road - The Best Of
In These Arms                                      | Cross Road - The Best Of
Keep The Faith                                     | Cross Road - The Best Of
Lay Your Hands On Me                               | Cross Road - The Best Of
Livin' On A Prayer                                 | Cross Road - The Best Of
Never Say Goodbye                                  | Cross Road - The Best Of
Runaway                                            | Cross Road - The Best Of
Someday I'll Be Saturday Night                     | Cross Road - The Best Of
Wanted Dead Or Alive                               | Cross Road - The Best Of
You Give Love A Bad Name                           | Cross Road - The Best Of
Cotton Needs Pickin'                               | Crossroads          
Crossroads                                         | Crossroads          
Down In Mississippi                                | Crossroads          
Feelin' Bad Blues                                  | Crossroads          
He Made A Woman Out Of Me                          | Crossroads          
Nitty Gritty Mississippi                           | Crossroads          
See You In Hell Blind Boy                          | Crossroads          
Somebody's Callin' My Name                         | Crossroads          
Viola Lee Blues                                    | Crossroads          
Walkin' Away Blues                                 | Crossroads          
Willie Brown Blues                                 | Crossroads          
Black Blade                                        | Cultösaurus Erectus 
Deadline                                           | Cultösaurus Erectus 
Divine Wind                                        | Cultösaurus Erectus 
Fallen Angel                                       | Cultösaurus Erectus 
Hungry Boys                                        | Cultösaurus Erectus 
Lips In the Hills                                  | Cultösaurus Erectus 
Monsters                                           | Cultösaurus Erectus 
The Marshall Plan                                  | Cultösaurus Erectus 
Unknown Tongue                                     | Cultösaurus Erectus 
Dance On Stilts                                    | Curse of the Hidden Mirror
Eye Of The Hurricane                               | Curse of the Hidden Mirror
Good To Feel Hungry                                | Curse of the Hidden Mirror
Here Comes That Feeling                            | Curse of the Hidden Mirror
I Just Like To Be Bad                              | Curse of the Hidden Mirror
One Step Ahead Of The Devil                        | Curse of the Hidden Mirror
Out Of The Darkness                                | Curse of the Hidden Mirror
Pocket                                             | Curse of the Hidden Mirror
Showtime                                           | Curse of the Hidden Mirror
Stone Of Love                                      | Curse of the Hidden Mirror
The Old Gods Return                                | Curse of the Hidden Mirror
Any Colour You Like                                | Dark Side Of The Moon
Brain Damage                                       | Dark Side Of The Moon
Eclipse                                            | Dark Side Of The Moon
Money                                              | Dark Side Of The Moon
On The Run                                         | Dark Side Of The Moon
Speak To Me Breathe In The Air                     | Dark Side Of The Moon
The Great Gig In The Sky                           | Dark Side Of The Moon
Time                                               | Dark Side Of The Moon
Us And Them                                        | Dark Side Of The Moon
A Crippling Blow                                   | Day & Age           
A Dustland Fairytale                               | Day & Age           
Goodnight Travel Well                              | Day & Age           
Human                                              | Day & Age           
I Can't Stay                                       | Day & Age           
Joy Ride                                           | Day & Age           
Losing Touch                                       | Day & Age           
Neon Tiger                                         | Day & Age           
Spaceman                                           | Day & Age           
The World We Live In                               | Day & Age           
This Is Your Life                                  | Day & Age           
April (2000 Digital Remaster)                      | Deep Purple         
Bird Has Flown (2000 Digital Remaster)             | Deep Purple         
Blind (2000 Digital Remaster)                      | Deep Purple         
Chasing Shadows (2000 Digital Remaster)            | Deep Purple         
Emmaretta (1998 Digital Remaster)                  | Deep Purple         
Emmaretta (BBC Top Gear Session)                   | Deep Purple         
Fault Line (2000 Digital Remaster)                 | Deep Purple         
Lalena (2000 Digital Remaster)                     | Deep Purple         
Lalena (BBC Radio Session)                         | Deep Purple         
The Bird Has Flown (Alternate A-Side Version) (1998 Dig | Deep Purple         
The Painter (2000 Digital Remaster)                | Deep Purple         
The Painter (BBC Radio Session)                    | Deep Purple         
Why Didn't Rosemary_ (1999 Digital Remaster)       | Deep Purple         
Black Night (Original Single Version)              | Deep Purple In Rock 
Black Night (Unedited Roger Glover Remix)          | Deep Purple In Rock 
Bloodsucker                                        | Deep Purple In Rock 
Child In Time                                      | Deep Purple In Rock 
Cry Free (Roger Glover Remix)                      | Deep Purple In Rock 
Flight Of The Rat                                  | Deep Purple In Rock 
Flight Of The Rat (Roger Glover Remix)             | Deep Purple In Rock 
Hard Lovin' Man                                    | Deep Purple In Rock 
Into The Fire                                      | Deep Purple In Rock 
Jam Stew (Unreleased Instrumental)                 | Deep Purple In Rock 
Living Wreck                                       | Deep Purple In Rock 
Speed King                                         | Deep Purple In Rock 
Speed King (Piano Version)                         | Deep Purple In Rock 
Speed King (Roger Glover Remix)                    | Deep Purple In Rock 
Studio Chat                                        | Deep Purple In Rock 
Studio Chat                                        | Deep Purple In Rock 
Studio Chat                                        | Deep Purple In Rock 
Studio Chat                                        | Deep Purple In Rock 
Studio Chat                                        | Deep Purple In Rock 
Studio Chat                                        | Deep Purple In Rock 
A Fool For Your Stockings                          | Degüello            
Cheap Sunglasses                                   | Degüello            
Dust My Broom                                      | Degüello            
Esther Be The One                                  | Degüello            
Hi Fi Mama                                         | Degüello            
I Thank You                                        | Degüello            
I'm Bad I'm Nationwide                             | Degüello            
Lowdown In The Street                              | Degüello            
Manic Mechanic                                     | Degüello            
She Loves My Automobile                            | Degüello            
After All (The Dead)                               | Dehumanizer         
Buried Alive                                       | Dehumanizer         
Computer God                                       | Dehumanizer         
I                                                  | Dehumanizer         
Letters From Earth                                 | Dehumanizer         
Master Of Insanity                                 | Dehumanizer         
Sins Of The Father                                 | Dehumanizer         
TV Crimes                                          | Dehumanizer         
Time Machine                                       | Dehumanizer         
Too Late                                           | Dehumanizer         
Bluebottle                                         | Demo                
Nice People                                        | Demo                
Two Heavy Pennies                                  | Demo                
Action                                             | Demolition Ball     
Ball & Chain                                       | Demolition Ball     
Black Sheep                                        | Demolition Ball     
Don't Understand                                   | Demolition Ball     
Draw The Line                                      | Demolition Ball     
Fallen Angel                                       | Demolition Ball     
Industry                                           | Demolition Ball     
Let It Go                                          | Demolition Ball     
Long Time Coming                                   | Demolition Ball     
Man O'Means                                        | Demolition Ball     
Monkey Business                                    | Demolition Ball     
My Darlene                                         | Demolition Ball     
Slip Away                                          | Demolition Ball     
Spinnin' Your Wheels                               | Demolition Ball     
U.S. Maid                                          | Demolition Ball     
Walk It                                            | Demolition Ball     
All Alone                                          | Demon Days          
Dare                                               | Demon Days          
Demon Days                                         | Demon Days          
Dirty Harry                                        | Demon Days          
Don't Get Lost In Heaven                           | Demon Days          
El Mañana                                          | Demon Days          
Every Planet We Reach Is Dead                      | Demon Days          
Feel Good Inc.                                     | Demon Days          
Fire Coming Out Of The Monkey's Head               | Demon Days          
Intro                                              | Demon Days          
Kids With Guns                                     | Demon Days          
Last Living Souls                                  | Demon Days          
November Has Come                                  | Demon Days          
O Green World                                      | Demon Days          
White Light                                        | Demon Days          
All My Life                                        | Demons And Wizards  
Circle Of Hands                                    | Demons And Wizards  
Easy Livin'                                        | Demons And Wizards  
Paradise                                           | Demons And Wizards  
Poet's Justice                                     | Demons And Wizards  
Rainbow Demon                                      | Demons And Wizards  
The Spell                                          | Demons And Wizards  
The Wizard                                         | Demons And Wizards  
Traveller In Time                                  | Demons And Wizards  
Big Brother                                        | Diamond Dogs        
Candidate                                          | Diamond Dogs        
Chant Of The Ever Circling Skeletal Family         | Diamond Dogs        
Diamond Dogs                                       | Diamond Dogs        
Future Legend                                      | Diamond Dogs        
Rebel Rebel                                        | Diamond Dogs        
Rock 'n' Roll With Me                              | Diamond Dogs        
Sweet Thing                                        | Diamond Dogs        
Sweet Thing (reprise)                              | Diamond Dogs        
We Are The Dead                                    | Diamond Dogs        
Beautiful Day                                      | Diamonds Unlocked   
Fools Game                                         | Diamonds Unlocked   
Heart Breaker                                      | Diamonds Unlocked   
In the Air Tonight                                 | Diamonds Unlocked   
Like a Child                                       | Diamonds Unlocked   
Love Gun                                           | Diamonds Unlocked   
Rock the Nation                                    | Diamonds Unlocked   
Stone                                              | Diamonds Unlocked   
The Diamond Overture                               | Diamonds Unlocked   
Warrior                                            | Diamonds Unlocked   
Won't Get Fooled Again                             | Diamonds Unlocked   
Believer                                           | Diary Of A Madman   
Diary Of A Madman                                  | Diary Of A Madman   
Flying High Again                                  | Diary Of A Madman   
Little Dolls                                       | Diary Of A Madman   
Over The Mountain                                  | Diary Of A Madman   
S.A.T.O.                                           | Diary Of A Madman   
Tonight                                            | Diary Of A Madman   
You Can't Kill Rock And Roll                       | Diary Of A Madman   
Down To The Waterline                              | Dire Straits        
In The Gallery                                     | Dire Straits        
Lions                                              | Dire Straits        
Setting Me Up                                      | Dire Straits        
Six Blade Knife                                    | Dire Straits        
Southbound Again                                   | Dire Straits        
Sultans Of Swing                                   | Dire Straits        
Water Of Love                                      | Dire Straits        
Wild West End                                      | Dire Straits        
Blue Condition                                     | Disraeli Gears      
Dance The Night Away                               | Disraeli Gears      
Mother's Lament                                    | Disraeli Gears      
Outside Woman Blues                                | Disraeli Gears      
Strange Brew                                       | Disraeli Gears      
Sunshine Of Your Love                              | Disraeli Gears      
Swlabr                                             | Disraeli Gears      
Take It Back                                       | Disraeli Gears      
Tales Of Brave Ulysses                             | Disraeli Gears      
We're Going Wrong                                  | Disraeli Gears      
World Of Pain                                      | Disraeli Gears      
A Little Bit                                       | Dog & Butterfly     
Cook With Fire                                     | Dog & Butterfly     
Dog & Butterfly                                    | Dog & Butterfly     
Feels                                              | Dog & Butterfly     
Heartless                                          | Dog & Butterfly     
High Time                                          | Dog & Butterfly     
Hijinx                                             | Dog & Butterfly     
Lighter Touch                                      | Dog & Butterfly     
Mistral Wind                                       | Dog & Butterfly     
Nada One                                           | Dog & Butterfly     
Straight On                                        | Dog & Butterfly     
Little By Little (Live)                            | Don't Believe The Truth
Rock N Roll Star (Live)                            | Don't Believe The Truth
Rockin Chair                                       | Don't Believe The Truth
Up In The Sky (Live)                               | Don't Believe The Truth
Darkness                                           | Done With Mirrors   
Gypsy Boots                                        | Done With Mirrors   
Let The Music do the Talking                       | Done With Mirrors   
My Fist Your Face                                  | Done With Mirrors   
Shame On You                                       | Done With Mirrors   
She's On Fire                                      | Done With Mirrors   
Shela                                              | Done With Mirrors   
The Reason A dog                                   | Done With Mirrors   
The hop                                            | Done With Mirrors   
Crackity Jones                                     | Doolittle           
Dead                                               | Doolittle           
Debaser                                            | Doolittle           
Gouge Away                                         | Doolittle           
Here Comes Your Man                                | Doolittle           
Hey                                                | Doolittle           
I Bleed                                            | Doolittle           
La La Love You                                     | Doolittle           
Monkey Gone to Heaven                              | Doolittle           
Mr Grieves                                         | Doolittle           
No 13 Baby                                         | Doolittle           
Silver                                             | Doolittle           
Tame                                               | Doolittle           
There Goes My Gun                                  | Doolittle           
Wave of Mutilation                                 | Doolittle           
Brainstorm                                         | Doremi Fasol Latido 
Down Through The Night                             | Doremi Fasol Latido 
Ejection (Prev Unreleased) [Bonus]                 | Doremi Fasol Latido 
Lord of Light                                      | Doremi Fasol Latido 
Lord of Light (Single Edit) [Bonus]                | Doremi Fasol Latido 
One Change                                         | Doremi Fasol Latido 
Space is Deep                                      | Doremi Fasol Latido 
The Watcher                                        | Doremi Fasol Latido 
Time We Left This World Today                      | Doremi Fasol Latido 
Urban Guerilla [Bonus]                             | Doremi Fasol Latido 
All Fly Away                                       | Dragon Fly          
Be Young You                                       | Dragon Fly          
Caroline                                           | Dragon Fly          
Come To Life                                       | Dragon Fly          
Devils Den                                         | Dragon Fly          
Hyperdrive                                         | Dragon Fly          
Ride The Tiger                                     | Dragon Fly          
That's For Sure                                    | Dragon Fly          
(Love Me Like Music) I'll Be Your Song             | Dreamboat Annie     
Crazy On You                                       | Dreamboat Annie     
Dreamboat Annie                                    | Dreamboat Annie     
Dreamboat Annie (Fantasy Child)                    | Dreamboat Annie     
Dreamboat Annie (Reprise)                          | Dreamboat Annie     
How Deep It Goes                                   | Dreamboat Annie     
Magic Man                                          | Dreamboat Annie     
Sing Child                                         | Dreamboat Annie     
Soul Of The Sea                                    | Dreamboat Annie     
White Lightning & Wine                             | Dreamboat Annie     
Breakfast In Bed                                   | Dusty In Memphis    
Breakfast In Bed [mono]                            | Dusty In Memphis    
Don't Forget About Me                              | Dusty In Memphis    
Don't Forget About Me [mono]                       | Dusty In Memphis    
I Can't Make It Alone                              | Dusty In Memphis    
I Don't Want To Hear It Anymore                    | Dusty In Memphis    
I Don't Want To Hear It Anymore [mono]             | Dusty In Memphis    
In The Land Of Make Believe                        | Dusty In Memphis    
In The Land Of Make Believe [mono]                 | Dusty In Memphis    
Just A Little Lovin'                               | Dusty In Memphis    
Just A Little Lovin' [mono]                        | Dusty In Memphis    
Just One Smile                                     | Dusty In Memphis    
No Easy Way Down                                   | Dusty In Memphis    
So Much Love                                       | Dusty In Memphis    
So Much Love [mono]                                | Dusty In Memphis    
Son Of A Preacher Man                              | Dusty In Memphis    
Son Of A Preacher Man [mono]                       | Dusty In Memphis    
The Windmills Of Your Mind                         | Dusty In Memphis    
The Windmills Of Your Mind [mono]                  | Dusty In Memphis    
Dead And Gone                                      | El Camino           
Gold On The Ceiling                                | El Camino           
Hell Of A Season                                   | El Camino           
Little Black Submarines                            | El Camino           
Lonely Boy                                         | El Camino           
Mind Eraser                                        | El Camino           
Money Maker                                        | El Camino           
Nova Baby                                          | El Camino           
Run Right Back                                     | El Camino           
Sister                                             | El Camino           
Stop Stop                                          | El Camino           
Abba Zaba                                          | Electricity         
Beatle Bones N' Smokin' Stones                     | Electricity         
Big Black Baby Shoes                               | Electricity         
Dirty Blue Gene                                    | Electricity         
Dropout Boogie                                     | Electricity         
Electricity                                        | Electricity         
Gimme Dat Harp Boy                                 | Electricity         
I'm Glad                                           | Electricity         
Kandy Korn                                         | Electricity         
Moody Liz                                          | Electricity         
Plastic Factory                                    | Electricity         
Sure 'Nuff 'N Yes I Do                             | Electricity         
Tarotplane                                         | Electricity         
Trust Us                                           | Electricity         
Yellow Brick Road                                  | Electricity         
Zig Zag Wanderer                                   | Electricity         
Crossroads                                         | Eruption Live In Europe
Dreams Of Milk and Honey                           | Eruption Live In Europe
For Yasgur's Farm                                  | Eruption Live In Europe
House Of The Rising Sun                            | Eruption Live In Europe
Nantucket Sleighride (To Owen Coffin)              | Eruption Live In Europe
The Sea                                            | Eruption Live In Europe
Why Dontcha                                        | Eruption Live In Europe
Dreams Of Passion                                  | Eternal Prisoner    
Eternal Prisoner                                   | Eternal Prisoner    
Long Time                                          | Eternal Prisoner    
Ride The Bullet                                    | Eternal Prisoner    
Shoot Her To The Moon                              | Eternal Prisoner    
Streets Of Fire                                    | Eternal Prisoner    
Sweet Lil' Suzie                                   | Eternal Prisoner    
Wheels Rolling On                                  | Eternal Prisoner    
Your Life (Not Close Enough To Paradise)           | Eternal Prisoner    
Bleeding Heart (shortversion)                      | Excellence De Luxe  
Blues Blues                                        | Excellence De Luxe  
Fire                                               | Excellence De Luxe  
Free Spirit                                        | Excellence De Luxe  
Freedom And You                                    | Excellence De Luxe  
Good Times                                         | Excellence De Luxe  
Goodbye Bessie Mae                                 | Excellence De Luxe  
Groove Maker                                       | Excellence De Luxe  
Hot Trigger                                        | Excellence De Luxe  
Let Me Go                                          | Excellence De Luxe  
Little Wing                                        | Excellence De Luxe  
Night Life                                         | Excellence De Luxe  
Outside Woman Blues                                | Excellence De Luxe  
Psycho                                             | Excellence De Luxe  
Purple Haze                                        | Excellence De Luxe  
Red House                                          | Excellence De Luxe  
Room Full Of Mirrors (short version)               | Excellence De Luxe  
She's A Fox                                        | Excellence De Luxe  
She's So Fine                                      | Excellence De Luxe  
Suspicious                                         | Excellence De Luxe  
Sweet Thing                                        | Excellence De Luxe  
The Sunshine Of Your Love                          | Excellence De Luxe  
Two And One Goes                                   | Excellence De Luxe  
Uranus Rock                                        | Excellence De Luxe  
Voice In The Wind                                  | Excellence De Luxe  
Voices                                             | Excellence De Luxe  
Voodoo Chile (Slight Return)                       | Excellence De Luxe  
Wake Up This Morning And Found Yourself Dead       | Excellence De Luxe  
Wild Thing                                         | Excellence De Luxe  
Wipe The Sweat (2)                                 | Excellence De Luxe  
You Got It                                         | Excellence De Luxe  
Decadence Dance                                    | Extreme II Pornograffitti
Get The Funk Out                                   | Extreme II Pornograffitti
He Man Woman Hater                                 | Extreme II Pornograffitti
Hole Hearted                                       | Extreme II Pornograffitti
It's (A Monster)                                   | Extreme II Pornograffitti
Li'l Jack Horny                                    | Extreme II Pornograffitti
Money (In God We Trust)                            | Extreme II Pornograffitti
